economy,series,Country,Series,YR1990,YR1991,YR1992,YR1993,YR1994,YR1995,YR1996,YR1997,YR1998,YR1999,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023,YR2024
MEA,FP.CPI.TOTL.ZG,"Middle East, North Africa, Afghanistan & Pakistan","Inflation, consumer prices (annual %)",8.45146240803882,9.05818836232758,9.35975158953135,9.97366476029209,5.14167152953361,7.23798494499129,4.90453460620532,3.60116103260946,3.41731948975801,2.66937369053699,1.85379035325277,1.75942831168225,2.01074218531299,2.12326619508507,3.24206513087977,3.49368534619531,3.54498591605033,4.74390639021648,12.1045204672346,2.92089711805367,3.74915727597096,4.7531638888563,4.5152295667099,3.25423910998847,2.64755321246189,1.6859921764201,2.70750189418473,2.06932928164424,1.94579304594437,1.33601568147656,1.44703656998741,2.86833027751019,5.17980847967061,4.22522603168918,2.07655387954199
LMC,FP.CPI.TOTL.ZG,Lower middle income,"Inflation, consumer prices (annual %)",10.0118383223406,13.2242657726507,10.0989671535176,9.16866233321985,12.3681943936948,10.2090464634145,9.09880948101719,7.10616656859383,8.81858613940175,4.86539785077528,4.08876261680312,4.41977245881146,3.75017465778466,5.15190150769578,4.47499289078107,5.37887596361502,6.15687603938557,6.93621470895774,11.4034270813932,4.38867602060471,4.84551875852116,6.38109582460691,5.98172132315561,5.4961444543898,5.19400979076006,3.32437113264095,3.37153003512095,3.52025688811617,4.29159105337875,3.46428057999021,4.87167398565555,4.15919657911798,7.6702057938028,7.38281384280984,4.60621098127107
LIC,FP.CPI.TOTL.ZG,Low income,"Inflation, consumer prices (annual %)",7.00216956651122,8.81964099733884,9.5234771910899,9.84385389234665,29.9137561879143,17.8114537129631,8.2498900991551,5.5722571112533,5.08433344145324,-0.0532136248823534,3.82260088086306,4.49259609239754,4.16647225497473,6.14313076789589,4.21376268767905,8.16954604881263,7.25490301838286,7.9051177898873,11.3051098827019,4.78389024602515,4.18698335814119,7.20710277400571,6.70977471405567,5.61162933815824,3.74052951571967,4.37712665065654,5.70637504616212,8.15686323403372,2.79180778478365,2.83514555687506,4.46414437232861,5.13320340824963,9.62147608489064,7.11459205344455,4.19081721344523
LMY,FP.CPI.TOTL.ZG,Low & middle income,"Inflation, consumer prices (annual %)",10.3326720542949,12.1856307214389,9.95522383415957,10.2630998256518,21.729346883819,11.7086471154257,8.97715233826453,7.08761762948726,6.88054521037351,4.56708752856742,4.06396201382596,5.07745045522496,4.24026660688645,4.9252741801388,4.504603316039,6.41504018369684,5.81068550464306,6.17781214809388,10.2969758221254,4.20251661216482,4.11211139315219,6.16077553828675,5.01804155429246,4.63161619729461,3.53436856147324,3.16346457365876,2.95249541214558,3.63473722012434,3.23929245939142,2.75980873474443,2.99313555869912,4.22278962033194,8.48730869535043,6.20657592272126,3.6966328135552
LDC,FP.CPI.TOTL.ZG,Least developed countries: UN classification,"Inflation, consumer prices (annual %)",8.48864649650694,14.2458446087478,10.6393021897438,9.37034415971461,25.1778762249963,15.4480258352529,9.33031458531928,8.02210766631749,7.11191114210706,4.92577256142324,3.89952980284712,4.7148963468961,4.46426400734842,6.48943208673338,4.53421374129692,7.5640806170987,6.85246617854622,7.78556896236768,11.010388006835,4.56150687670983,5.04968075857402,6.61038986512481,6.31474450315177,5.52412877994266,4.40535234185293,3.40274327737188,5.34414600997244,4.5725365531752,3.46147484973729,3.32255881256925,4.33296874711709,4.15649125482107,9.45801281304023,7.12697482131851,4.50346801326901
TLA,FP.CPI.TOTL.ZG,Latin America & the Caribbean (IDA & IBRD countries),"Inflation, consumer prices (annual %)",21.8500597281305,22.2233859414184,11.6374024910138,10.791941318612,10.7205639010421,11.1287029707089,9.78892040179966,7.14511160883929,5.26903547042201,3.48672890200981,4.76382472733251,5.30722081028547,4.24026660688645,4.54690012118718,4.45194392395045,4.6992773903564,4.29342363628927,5.54438485815156,8.40009593987462,2.76408913513633,3.79644333768703,5.46284592944072,4.14457284086402,2.74483621896186,3.4282641481078,2.92482169718974,2.53781710390567,2.8227580554717,2.32414485367921,2.09604635327807,1.76751592356698,4.26105127422813,7.8962761916855,4.92637573192674,3.62770736940927
LAC,FP.CPI.TOTL.ZG,Latin America & Caribbean (excluding high income),"Inflation, consumer prices (annual %)",23.3225664366467,24.2253521126763,12.060323601829,11.8196901746257,10.8553211494391,12.5359594558963,11.0569165321987,7.14511160883929,6.61346070518058,4.85844749902667,7.05702729099891,6.58482368511314,5.12704751455371,5.45293224327203,5.29621445194822,4.87098416796732,4.26717463390264,5.84397570531601,9.23316888222976,2.22552464081798,3.70694322200501,5.46284592944072,3.94665867874984,2.74483621896186,3.4282641481078,3.14341696227424,2.77316004021475,3.36296514855608,3.40250179472038,2.50460959460401,2.52663500084706,4.27166381536798,8.33370630096231,5.08677483158112,3.83540271728533
LCN,FP.CPI.TOTL.ZG,Latin America & Caribbean,"Inflation, consumer prices (annual %)",21.5079881732679,21.6157411224449,10.6301996893037,10.2636237496549,9.70025033516309,10.1932067630745,7.35911781788767,6.94956608534118,5.11024954517559,3.45439793587508,4.60822998872598,4.05508061344645,3.95011663721593,3.73373566167644,4.38032286534608,4.44057565687913,4.25195321977967,4.57808572377153,8.10810810810782,2.50049988756383,3.491288726188,4.9777356370697,3.78180754679678,2.5286478853837,3.38341272749477,1.86148302863371,1.65038994431573,2.19201010962985,2.37951733360489,2.37167859363036,1.49389017299587,3.87805442411131,7.71367726901419,4.78561281021135,3.46497037946077
LTE,FP.CPI.TOTL.ZG,Late-demographic dividend,"Inflation, consumer prices (annual %)",7.60609957743892,6.90489632742756,5.82434514637906,10.6765371840708,11.4431196444973,8.01292443952666,7.22691489532406,5.87983105743516,5.44152554019983,3.3880075420401,4.10280983042328,4.64604442058634,2.80115505180747,3.23464817293927,3.85730391367399,4.14297583631023,4.3655220300907,5.43875883876557,8.95598705177784,3.04166827698485,3.29777961339846,4.3707355993922,3.31605566687647,2.68229684085039,2.04461481539333,1.5579071134626,1.10920805807027,2.17727572689262,2.47446347118434,2.16176258133054,1.93694126694223,3.49505757399448,8.64091108973855,6.09114152504141,2.90125149455067
IDA,FP.CPI.TOTL.ZG,IDA total,"Inflation, consumer prices (annual %)",8.23970037453206,9.27545370655182,9.49779198403657,7.50539419087105,15.1763474313441,10.0221733553239,7.19164660433344,6.68365536789982,6.0922623040259,4.14267137284048,3.86106534185509,4.41977245881146,3.82293995768478,5.30297697364859,4.37623907077312,6.83633265892877,6.2410332814282,6.55722772638066,10.7156661309681,4.32909396037581,3.99639528107218,6.33279483849042,5.59607014268585,4.88516387595471,3.52566203758282,3.15783117980923,3.21988689395718,3.85067166284727,2.84578376094084,2.74447528387472,3.47617372722194,4.17270582217659,8.21619710967436,7.10220928557059,3.92206330291068
IDX,FP.CPI.TOTL.ZG,IDA only,"Inflation, consumer prices (annual %)",10.0118383223406,12.4452441633871,10.3346307870551,9.67934658067928,21.729346883819,10.5632886691814,8.79001381935162,7.57283467072592,6.2100670945581,4.69170563048438,4.08876261680312,4.7148963468961,4.60574757807992,5.70700931874738,4.66846622369882,7.20288349647587,6.73026291414056,7.13981139139829,11.4846669599236,4.53017659132801,4.82734190074673,6.7395240045165,6.05143662139967,5.16189898581494,4.40535234185293,3.40274327737188,3.74103082110771,4.31421134623784,3.01748181031406,3.09342088075364,3.94180326908065,4.37012190478157,9.57337118555953,7.12142371831339,4.19081721344523
IDB,FP.CPI.TOTL.ZG,IDA blend,"Inflation, consumer prices (annual %)",7.15888095230383,6.32344804551798,4.59631864289181,4.94888921262694,8.06942603327222,8.71060784947218,5.18576037812015,4.02083333333306,4.61144759515372,3.82321751095557,2.79910741834291,4.3170996923618,2.95584372642747,2.91413470059479,2.82748519391201,3.475806937554,4.25195321977967,4.41099704193489,8.0332732765034,1.01950457731138,3.3434265756174,4.47388342165023,4.17763587102515,2.58117037252936,1.20139964481058,1.37488542621446,1.65038994431573,1.14765339305816,2.48030843191907,1.98958744120896,2.1039488213608,3.46677876951929,6.32752007290448,4.56457719814894,3.45053028131019
IBT,FP.CPI.TOTL.ZG,IDA & IBRD total,"Inflation, consumer prices (annual %)",10.8589657782787,12.4452441633871,10.0561167448841,10.6332425818308,20.5661948376355,11.1287029707089,8.82705061756342,7.12532722513057,6.81079323797193,4.46435467675891,4.18234633956545,5.00743290822373,3.8957052575849,4.52733824219011,4.46346840736576,6.08218729535043,6.12556615620285,6.14356655248047,10.2783937621135,3.99895451849944,4.06749555950263,5.79911173145917,5.00686319367273,4.3411548980431,3.52566203758282,3.12900274473925,2.81495791361944,3.33787586109568,3.13285375991676,2.70590196327809,2.8981937602627,4.25936417542868,8.81109209279587,6.20657592272126,3.62109273885843
IBD,FP.CPI.TOTL.ZG,IBRD only,"Inflation, consumer prices (annual %)",16.1921375615233,19.505001673093,13.6374241717218,14.3308033365888,22.705647224337,14.5838224334001,10.0828580652108,7.71053878969885,7.2661980440096,5.01996827507182,4.68757013735526,5.39883985897828,4.1500586166472,4.09500376698844,4.69938972474513,4.90328350926892,5.64087772156342,5.43249256550149,9.41346312169848,3.73014786563162,4.11211139315219,5.55389892257493,4.2795142691943,3.89555152647667,3.50379093139812,3.09551722027242,2.12081713361588,3.32389447576097,3.22703471046143,2.58405829251271,2.41513094083414,4.27166381536798,9.10437983075437,6.02663450060535,3.48974086026947
HIC,FP.CPI.TOTL.ZG,High income,"Inflation, consumer prices (annual %)",5.62032342188553,5.55555555555579,4.03703020778739,4.25170068027212,2.95340936761079,3.85252404343978,2.95506453237353,2.49923734928092,2.09342182464284,2.13544844417331,2.71943995691976,2.62741314203332,2.11628413580453,2.06537075200125,2.20673661423657,2.65848484065262,2.72004750529271,2.85289842680657,4.66900841902485,1.61510464058238,2.13371996141622,3.41374547661777,2.710119177355,1.50472330251876,1.04119621178439,0.330027165141066,0.394769306686392,1.58909413567799,1.88110801380597,1.61519988737213,0.598986330824643,2.51837109614213,7.53107834634288,4.85604044667119,2.38554753438095
HPC,FP.CPI.TOTL.ZG,Heavily indebted poor countries (HIPC),"Inflation, consumer prices (annual %)",6.8011976076257,8.81964099733884,9.5234771910899,8.52787695688003,32.2936668569552,14.3788086516419,7.41137173526642,5.5722571112533,5.75331458417064,3.59889816353237,4.16540442290283,4.60374621964682,3.8957052575849,5.30238773219936,4.47499289078107,8.16954604881263,6.73993060387505,7.25410841304887,10.6597978997424,4.36234829325719,4.69889064976226,6.4293968107234,6.31474450315177,5.16189898581494,4.40535234185293,3.55075967356746,4.38389195513915,4.5783374121255,3.01748181031406,2.83514555687506,3.47617372722194,4.37012190478157,9.65914753785069,7.12697482131851,4.56976223919357
FCS,FP.CPI.TOTL.ZG,Fragile and conflict affected situations,"Inflation, consumer prices (annual %)",7.00216956651122,11.8960953011251,10.5274440119592,10.3764499263591,30.1361690354713,18.2351683274844,11.4775285982865,7.08700591205709,5.9765085214186,4.84353158826398,3.82260088086306,5.3708029338044,4.70579123746033,5.79682944905841,3.32737047894847,7.33066341633299,6.78459655001655,5.00272284550311,12.121964000874,4.36234829325719,3.55195748963008,5.08259403890371,5.9859049732401,4.44648435335712,2.4963450872176,2.676235314199,3.19056179723773,4.18072331871267,2.96760366004456,2.45280214062732,2.8981937602627,4.25936417542868,9.39075933985203,7.11459205344455,4.4275764904982
EUU,FP.CPI.TOTL.ZG,European Union,"Inflation, consumer prices (annual %)",6.1495653117985,5.48474391592015,6.21737539647154,4.85416666666693,4.71841373967329,4.42664550286654,3.55884559338558,3.11207791953272,2.40768094534715,2.15717918055059,3.15076707022592,3.37396832213867,2.42443661219697,2.09199838997655,2.28621706801675,2.48769665164088,2.66631494577069,2.5106656524034,4.16497193524764,0.839262246793887,1.53112270420926,3.28944939564211,2.66284165508021,1.21999342274306,0.19934382657075,-0.0616446800641672,0.18333486112386,1.42910743319306,1.7386086198818,1.63052260754344,0.476498852725066,2.55450699642041,8.83369886749452,6.29942487419125,2.43531202435314
TEC,FP.CPI.TOTL.ZG,Europe & Central Asia (IDA & IBRD countries),"Inflation, consumer prices (annual %)",,,,,222.241014184317,85.8869162056581,38.8293013382852,15.940599414943,10.5771611482514,19.1926758218895,13.1808905865731,7.85753852196593,5.6989904786131,4.7215533660534,6.88205438981896,7.57999929125767,6.99712903535585,8.40253419005901,10.4441283764885,3.46672373207793,6.14255360247248,7.66862955607738,3.373498083874,3.38485646137124,2.53187831406913,3.86763469978395,1.19887282892596,3.13106248590115,2.611223782638,2.67599202639893,2.73249209419427,5.10641129002841,13.8522590144267,9.36187249769016,3.63700046769908
ECA,FP.CPI.TOTL.ZG,Europe & Central Asia (excluding high income),"Inflation, consumer prices (annual %)",,,,,891.187748133705,162.717152150377,35.5649400436339,16.6743202378393,9.56493445426185,20.938173814012,15.9408124351877,8.35413777161341,5.58783730000794,4.95061559256828,6.92165787428846,7.87957982963885,7.66302693199397,8.59146682238974,11.4275575758332,3.43674527945797,6.77774669133379,7.8583333333334,3.31605566687647,4.59787897363136,3.06881210379543,4.02768573742726,2.13492713939121,4.60357355778862,2.56572880132719,2.64328192719554,2.74615078213777,6.91756771076075,13.8875841659221,9.07365149809048,3.48974086026947
ECS,FP.CPI.TOTL.ZG,Europe & Central Asia,"Inflation, consumer prices (annual %)",,,5.9245312622849,14.4112644439348,12.1447980115689,8.96251888719981,8.19455217632728,5.5360026677348,4.64421422660787,2.36481836111807,3.77538829151734,4.26287228873703,2.78615988589508,2.34864169582755,2.82947796214663,2.60932308197748,3.19288637808747,2.91598261872856,6.05974046339707,1.53607650014279,2.42447361791628,3.8561124468282,2.77333854051586,1.73403963519162,0.620490636732421,0.36804684232536,0.388838296895799,1.91558846458259,2.01321972250337,1.76373586528842,1.19998396936028,3.19017771027094,11.1136121878761,7.120422120899,2.75760909424272
EMU,FP.CPI.TOTL.ZG,Euro area,"Inflation, consumer prices (annual %)",3.97518340428825,4.17862274798466,5.2705899859293,4.59790321006556,4.41425556346619,4.08646004554944,3.02395109495527,2.223054305268,2.30647934035989,1.8991144190705,2.94756559977476,2.85732893518829,2.32690683615857,2.09523529072289,2.21620788926273,2.52392898747161,2.72004750529271,2.48231546689542,4.11407022033816,0.437175412792701,1.5205755786839,3.28801427219796,2.54154474108009,1.31023355618666,0.220195628198753,-0.0852072296963751,0.166009884375616,1.37503641525339,1.6892396580413,1.44123966942341,0.186938139702131,2.4865043812082,8.47117645590892,5.78431554960862,2.18497406958038
TEA,FP.CPI.TOTL.ZG,East Asia & Pacific (IDA & IBRD countries),"Inflation, consumer prices (annual %)",8.19137132040972,6.96568127760753,7.52351006242677,5.73690583357397,7.65823953904687,5.81818181818192,7.31348259330353,5.60802843389853,8.61483153647291,4.29072851723813,2.15851810619419,4.27267024465104,2.3431699096098,3.23464817293927,4.53421374129692,4.54036919634535,4.63747436011765,4.81023704342912,10.3368269200353,3.67503305540298,3.61196234430295,5.15900497684403,3.02696391124796,2.92758351575675,3.37040697371653,1.08648629940414,1.75711158908291,2.88291164981213,2.91740978470444,1.93321335810515,2.3931623931624,2.6124818577648,5.40874375479067,6.16457747898299,2.23172772921704
EAP,FP.CPI.TOTL.ZG,East Asia & Pacific (excluding high income),"Inflation, consumer prices (annual %)",8.19137132040972,6.96568127760753,7.52351006242677,5.73690583357397,7.65823953904687,5.81818181818192,7.31348259330353,5.60802843389853,8.61483153647291,4.29072851723813,2.15851810619419,4.27267024465104,2.72277227722765,3.70369797528481,4.42677525782239,5.52861156446484,4.86632048837461,4.81676767378834,10.2266663272483,4.21903052064628,3.68901229670758,5.29573220295508,3.02696391124796,2.91354193604001,3.14299050879095,1.22393195511119,1.91731090233378,2.91263557371478,3.19834755924996,1.94257500833107,2.40629214387011,2.69891859529198,5.37734908193985,5.97802515541409,2.31848172887108
EAS,FP.CPI.TOTL.ZG,East Asia & Pacific,"Inflation, consumer prices (annual %)",7.81919756505635,6.49734555984547,6.21328146355184,4.887555452635,5.64990893945513,4.62776659959759,5.52480986015136,3.72765760183632,5.49101180380942,1.98382427234187,1.59196917460972,3.57755452095074,1.88572000240366,2.28915662650607,3.23751394003321,3.03702332617012,3.93616259929866,3.76400259181596,8.34208634920956,1.6217301400345,3.05730563962442,5.0214601462073,2.97460779814468,2.58268766141795,2.51087633253706,0.795279630579839,1.27699094497324,1.80034222468621,2.368549058067,1.70397863236257,0.846905537459305,2.47710241465447,5.34595440908904,5.21536927681554,2.3556272611928
EAR,FP.CPI.TOTL.ZG,Early-demographic dividend,"Inflation, consumer prices (annual %)",11.9060546010382,15.050130775937,10.5274440119592,9.97366476029209,9.59324963960296,10.0221733553239,8.51995195925336,7.01828599869913,6.42073242971301,5.02344345094613,3.89952980284712,3.7508205747202,4.24026660688645,5.45293224327203,4.43526108410782,4.8217005071285,5.68713772607966,6.17781214809388,10.4469875128223,4.37376765455939,4.3974138315007,5.81149223300288,5.01827254237431,4.82778705505169,4.07392957476225,3.12900274473925,3.52317317628473,3.32817337461298,3.97561015740694,2.76252019386111,2.96354992076065,4.12676744440695,7.19861615609867,5.88585897042164,3.29589662451998
CEB,FP.CPI.TOTL.ZG,Central Europe and the Baltics,"Inflation, consumer prices (annual %)",,118.527578905984,150.615831956876,72.8787913866333,35.9247053929642,27.951388563304,19.7949669196707,8.88104848465892,8.20833333333298,4.01913875598086,8.91174418658769,5.74827981651373,3.12714222984608,2.34864169582755,3.59297594249509,3.31717824448045,3.93032603841001,4.83732928313989,6.35866380152373,2.75320223914816,1.80117022137134,4.13027562645085,3.33492267693442,1.4382978723404,0.0538213132399802,-0.464499004644911,-0.054999541670474,2.0759355367385,2.53445424186598,2.66456133425431,1.67244096855756,3.83984491500146,14.6081439492433,9.44284140088564,2.75760909424272
CSS,FP.CPI.TOTL.ZG,Caribbean small states,"Inflation, consumer prices (annual %)",4.13927035305795,5.52453270215233,5.30536169644503,2.25887956702186,2.00580631724619,2.88961584372151,2.08657385169121,2.43629715479674,2.1952625003759,2.09072882416176,2.30881560835479,2.60262402317311,2.10733447564151,2.19518237141616,2.35433222144196,3.6046180511121,3.4963141902432,3.94652952677362,7.21385213950187,0.213901348378942,3.31018474700138,3.32776554447465,2.50461059084482,1.08324168178149,1.14542060958206,-0.852705497033039,0.402621696824957,1.6992957045984,1.20715793367008,1.00054293027237,0.121434644614894,2.22891330700344,5.82838638517959,4.47720868651285,2.56921890367726
ARB,FP.CPI.TOTL.ZG,Arab World,"Inflation, consumer prices (annual %)",8.45146240803882,9.00000000000003,9.35975158953135,9.37034415971461,5.11259890444314,6.54379068524171,4.68130623916413,3.60116103260946,3.41731948975801,2.66937369053699,1.85379035325277,1.77220437351017,1.83299389002049,2.71259247474352,3.63228004956625,3.49368534619531,3.54498591605033,4.74390639021648,11.2706652380848,2.92089711805367,3.91106195534028,4.7531638888563,4.6118443220664,3.25423910998847,2.89947905006057,1.83135233156369,2.36503123461077,2.06932928164424,2.30874696703938,1.33601568147656,1.44703656998741,2.86833027751019,5.17980847967061,4.00025877060147,2.10135577419612
AFW,FP.CPI.TOTL.ZG,Africa Western and Central,"Inflation, consumer prices (annual %)",1.05736139457209,1.74188785932669,-0.0629990064787035,0.553455723541917,31.8410168416385,10.5632886691814,4.91423972637201,3.99714170439303,4.47112543851099,0.372266170311928,2.53077516737997,4.36152914007256,3.18869330220589,1.76090410099629,0.694336305945758,5.63163351357613,4.41589984169561,3.60736767984596,8.45297623326755,3.28244037589321,1.78484420477113,4.01869907534492,4.57837463515948,2.43920076104126,1.76843582146224,2.13081738058791,1.48741550755546,1.72548602374731,1.78404994832044,1.98309228487232,2.49037783931949,3.74556782333009,7.94925143524016,5.22116801324002,3.60804426950566
AFE,FP.CPI.TOTL.ZG,Africa Eastern and Southern,"Inflation, consumer prices (annual %)",12.4579139789566,17.6781002638523,16.1676123963339,13.1356607683724,14.8528149833969,12.2885912601426,9.70658632526504,10.2495987403066,7.49525542305607,7.81986477630862,8.60148514851491,5.84035398311557,8.76375520313543,7.44970014007366,5.02342068616285,8.55803802239778,8.89816380214033,8.45077480635,12.5666446595157,8.95421802392949,5.53753791645676,8.97120640995788,9.15870843167905,5.74883133553454,5.52581923392517,5.09856164363687,6.44687722255584,6.22137528933118,4.6898064677633,4.10285075461156,5.19162942092851,6.82472709282067,10.8834775726018,7.39918558080627,4.48978854243448
ZWE,GC.DOD.TOTL.GD.ZS,Zimbabwe,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMB,GC.DOD.TOTL.GD.ZS,Zambia,"Central government debt, total (% of GDP)",244.380536439033,277.530307986501,164.700753558863,161.786076869105,149.209889858483,155.279224614308,175.934490736564,150.072548942759,161.232157851948,,,,,,,,,,,,17.3215114837051,18.0499093613498,23.4889192803801,24.2239941452842,44.3958675869335,49.4073473478714,46.4328935945728,52.2809418400663,59.712221166501,61.9301173695734,103.543152350363,71.4111761749593,,,
YEM,GC.DOD.TOTL.GD.ZS,"Yemen, Rep.","Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,GC.DOD.TOTL.GD.ZS,West Bank and Gaza,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIR,GC.DOD.TOTL.GD.ZS,Virgin Islands (U.S.),"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VNM,GC.DOD.TOTL.GD.ZS,Viet Nam,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEN,GC.DOD.TOTL.GD.ZS,"Venezuela, RB","Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUT,GC.DOD.TOTL.GD.ZS,Vanuatu,"Central government debt, total (% of GDP)",23.4169659568011,,,,,24.1834507924015,22.3390410958904,23.3531607922546,28.4031452746136,27.3032116324112,,,,,,,,,,,,,,,,,,,,,,87.0720898262884,79.7735452170055,72.3247537863113,
UZB,GC.DOD.TOTL.GD.ZS,Uzbekistan,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URY,GC.DOD.TOTL.GD.ZS,Uruguay,"Central government debt, total (% of GDP)",31.5959630364015,24.5905757591411,23.6047773194107,21.8791430371302,24.5301880718095,,,,,,,40.6433348447185,95.2678607213147,105.602780865499,85.4255941362735,76.1144597007906,68.4607045919814,57.5599818827522,55.8665794694501,47.6955014400928,42.4666388098334,43.2074168752496,41.0282347517241,40.0884943756463,41.2850007392277,47.27655851426,46.4584676110441,45.0744196888857,47.3414750646128,50.1314492009057,60.4014180930182,58.1130528659423,54.2372595164662,62.3670975864135,66.4049496757675
USA,GC.DOD.TOTL.GD.ZS,United States,"Central government debt, total (% of GDP)",40.933943570707,44.0615972806026,46.0501444176036,48.2461403335599,47.3534821707435,47.2095352870886,46.7417685500108,44.1174698332784,41.1291489790385,37.7272782686058,33.2676548646821,52.6288977430517,54.0472133861297,56.4292821179909,56.8323090866456,56.6929754702153,55.6206336286886,55.81423486742,63.9719356606883,76.0321911124259,85.1548294082739,89.7347177439651,93.8330014607143,95.7184835504169,95.9491132711014,96.6110565851958,98.6931939368279,97.8800564031882,99.2223695206525,100.979786328903,126.432892675138,120.426823865111,114.751249288826,116.975041091042,118.110809413059
GBR,GC.DOD.TOTL.GD.ZS,United Kingdom,"Central government debt, total (% of GDP)",30.2033709452908,29.1948960284953,30.3997500632281,35.3135500060757,40.4800884599488,88.2190284248486,87.1897058807433,88.2229100746031,90.0985636275882,87.2968787467984,87.284376049437,84.04178204707,86.1686223366587,86.4073086616893,90.2045973945536,91.8639528693767,91.788062892401,93.3735852072108,104.84023075526,122.887383328898,130.497283454602,143.125971214621,146.371335905972,141.033172505075,149.584281299965,147.063146778865,155.581504971929,160.141177233502,156.766820519267,158.972569875821,194.682828796265,183.804848939919,138.215904304967,136.142431919028,131.073062954793
ARE,GC.DOD.TOTL.GD.ZS,United Arab Emirates,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,1.80326774822252,,,,,,,,,,,
UKR,GC.DOD.TOTL.GD.ZS,Ukraine,"Central government debt, total (% of GDP)",,,,,,,,,,60.9764493031386,43.7297874273256,,,,,,,,13.2299542095983,23.9900342329063,28.8666366228354,26.4808201734686,32.445911715199,35.6313995863809,63.6653191884884,70.2588376218982,71.8095454494004,66.7346465062875,56.9059506749708,48.3272696003568,58.7161850732326,,,,
UGA,GC.DOD.TOTL.GD.ZS,Uganda,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6735709943685,38.47694531299,44.1859143085922,51.3026623484674,53.890283062847,53.1469350760568,
TUV,GC.DOD.TOTL.GD.ZS,Tuvalu,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,GC.DOD.TOTL.GD.ZS,Turks and Caicos Islands,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TKM,GC.DOD.TOTL.GD.ZS,Turkmenistan,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUR,GC.DOD.TOTL.GD.ZS,Turkiye,"Central government debt, total (% of GDP)",30.2454942016516,32.1299111323629,34.0172750620102,33.6982232562415,44.0175057105221,25.8570964356936,27.4847222842895,31.8793752282311,30.2863787420054,,,,,,,,,,41.03188129671,48.4871401224526,45.1797411845197,39.969342535799,37.6997174661117,31.7836465290005,31.1206735024546,29.1451452655038,30.0752014180837,29.5734179689365,29.3999927097041,33.4600744646841,41.0396523800978,41.637512472512,35.3300843747051,33.2548360241526,26.6192344843666
TUN,GC.DOD.TOTL.GD.ZS,Tunisia,"Central government debt, total (% of GDP)",54.7703800956018,60.6727188081937,55.4991317544397,59.3098274568642,59.0345141585198,57.518267866149,55.2965179400303,56.9353278066895,54.2817440338334,55.6386363803379,56.7212758294998,56.4678199732883,55.9344340024072,55.0213155722411,53.8375580931292,52.4205297222421,48.5639104645928,45.7824704950416,43.2877054340983,42.9297921509547,38.7660002963438,42.4807224505219,42.5197543010178,,,,,,,,,,,,
TTO,GC.DOD.TOTL.GD.ZS,Trinidad and Tobago,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,16.803206848237,15.928004235045,,,,,,,,,,,,,,,,,
TON,GC.DOD.TOTL.GD.ZS,Tonga,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,48.914577670051,47.3558959748934,51.114971793039,49.3817801189399,45.6224781466791,48.2405761734079,43.0541813775852,43.0808046891087,,,,
TGO,GC.DOD.TOTL.GD.ZS,Togo,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLS,GC.DOD.TOTL.GD.ZS,Timor-Leste,"Central government debt, total (% of GDP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THA,GC.DOD.TOTL.GD.ZS,Thailand,"Central government debt, total (% of GDP)",18.4477538501483,13.3655673362757,10.8789951587465,8.18624353670039,5.69321973711674,4.61009471231839,3.67349745742469,4.64152040948473,10.6698573854214,20.0057789155598,21.9645865139196,24.5783340358589,30.0703562721572,27.0460183720806,24.3963998008709,25.4581282780769,24.3806591494652,22.9934668319175,22.4502172623288,26.7791952036446,26.9008455475014,28.1319762983791,28.4447160238828,38.1666950570794,35.3904739452699,36.6705695355179,37.3065204045664,,37.9104188436045,38.6277055941279,50.3227814999415,58.5114542035114,60.349920189306,61.1243613638526,62.1983655632713
